population,renter_occupied_households,pct_renter_occupied,evictions,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,gross_rent
,,,,,,,,,,,,,,,,,,,,,0.249,0.279,12.88482227,,,254,0.493,0.228,0.231,0.084084084,0.335335335,0.364364364,0.216216216,10.65298876,11.04754389,479
,,,,,,,,,,,,,,,,,,,,,0.243,0.246,11.82183067,2.36,21.45,231,0.508,0.221,0.138,0.104522613,0.365829146,0.299497487,0.230150754,8.748221056,8.174175108,1014
,,,,,,,,,,,,,,,,,,,,,0.105,0.358,12.73864418,7.7,22.67,336,0.517,0.232,0.153,0.20661986,0.360080241,0.301905717,0.131394183,10.57276313,11.96359228,584
,,,,,,,,,,,,,,,,,,,,,0.121,0.175,12.60804418,2.13,8.58,232,0.499,0.286,0.092,0.103517588,0.227135678,0.345728643,0.32361809,16.40218217,5.433326428,936
,,,,,,,,,,,,,,,,,,,,,,0.29,12.88003364,,24.49,300,0.514,0.258,0.139,0.131394183,0.391173521,0.316950853,0.160481444,8.160508766,8.779581844,796
,,,,,,,,,,,,,,,,,,,,,0.104,0.339,11.10718977,11.11,30.46,362,0.519,0.266,0.146,0.193806194,0.343656344,0.298701299,0.163836164,14.15513124,12.60456916,620
,,,,,,,,,,,,,,,,,,,,,0.15,0.254,12.73656014,5.81,11.14,277,0.514,0.237,0.154,0.101405622,0.355421687,0.341365462,0.201807229,12.59241416,10.78396858,682
,,,,,,,,,,,,,,,,,,,,,0.183,0.292,9.603349391,4.35,23.1,348,0.484,0.267,0.099,0.125,0.359,0.323,0.193,19.09566873,8.281770585,913
,,,,,,,,,,,,,,,,,,,,,,0.323,14.32314208,,36.21,323,0.504,0.236,0.154,0.215215215,0.419419419,0.273273273,0.092092092,11.9432134,12.76947345,555
,,,,,,,,,,,,,,,,,,,,,0.084,0.386,12.62834601,6.52,36.03,359,0.517,0.224,0.173,0.217131474,0.365537849,0.309760956,0.107569721,12.27395094,14.57056381,584
,,,,,,,,,,,,,,,,,,,,,0.195,0.261,8.739676722,,22.55,236,0.487,0.251,0.164,0.04995005,0.388611389,0.330669331,0.230769231,11.85798986,9.286377598,711
,,,,,,,,,,,,,,,,,,,,,0.11,0.319,12.75744229,,33.08,433,0.517,0.228,0.189,0.229689067,0.382146439,0.274824473,0.11334002,9.662828947,15.11101974,526
,,,,,,,,,,,,,,,,,,,,,0.216,0.136,7.274446431,1.33,10.21,220,0.514,0.215,0.153,0.129518072,0.197791165,0.34437751,0.328313253,10.05408397,8.067818781,1320
,,,,,,,,,,,,,,,,,,,,,0.168,0.245,10.73214698,5.19,16.35,214,0.516,0.199,0.246,0.120879121,0.307692308,0.295704296,0.275724276,9.836315978,10.23691601,954
,,,,,,,,,,,,,,,,,,,,,0.213,0.154,10.75252003,2.77,19.71,178,0.492,0.198,0.129,0.052736318,0.193034826,0.319402985,0.434825871,10.2591843,5.633224835,984
,,,,,,,,,,,,,,,,,,,,,0.153,0.254,8.82508611,16.71,11.92,270,0.515,0.242,0.13,0.108673978,0.292123629,0.313060818,0.286141575,14.1746128,8.951228354,807
,,,,,,,,,,,,,,,,,,,,,,0.278,12.67531894,8.68,31.25,367,0.506,0.25,0.148,0.237,0.401,0.255,0.107,14.86727221,12.49202754,563
,,,,,,,,,,,,,,,,,,,,,0.156,0.236,9.840282857,5.27,11.07,256,0.51,0.272,0.096,0.148148148,0.237237237,0.314314314,0.3003003,14.6050843,6.144651314,913
,,,,,,,,,,,,,,,,,,,,,,0.297,12.24273125,,,379,0.408,0.197,0.119,0.273453094,0.386227545,0.24251497,0.097804391,6.802721088,11.59554731,501
,,,,,,,,,,,,,,,,,,,,,0.173,0.244,10.55234679,5.84,17.12,193,0.509,0.189,0.25,0.130869131,0.316683317,0.293706294,0.258741259,9.505781563,9.486351506,951
,,,,,,,,,,,,,,,,,,,,,0.107,0.292,13.32343161,6.28,12.96,284,0.514,0.214,0.153,0.125502008,0.275100402,0.312248996,0.287148594,11.71578987,9.596824698,757
,,,,,,,,,,,,,,,,,,,,,0.152,0.277,12.35933679,,21.44,241,0.492,0.28,0.144,0.239239239,0.337337337,0.274274274,0.149149149,16.30853078,8.403885757,653
,,,,,,,,,,,,,,,,,,,,,,0.222,12.45062796,,16.82,165,0.504,0.252,0.105,0.023092369,0.074297189,0.114457831,0.78815261,13.30805546,5.650347571,1517
,,,,,,,,,,,,,,,,,,,,,0.16,0.256,12.75001766,1.08,7.59,234,0.513,0.22,0.108,0.05,0.258,0.254,0.438,11.80081464,6.402386553,780
,,,,,,,,,,,,,,,,,,,,,0.141,0.277,13.35034615,2.61,14.45,293,0.511,0.249,0.141,0.121878122,0.340659341,0.350649351,0.186813187,12.159794,9.692071099,820
,,,,,,,,,,,,,,,,,,,,,0.118,0.217,12.84310206,6.44,10.02,221,0.521,0.238,0.137,0.126252505,0.258517034,0.28757515,0.327655311,12.43341211,8.538674688,732
,,,,,,,,,,,,,,,,,,,,,,0.307,14.53166873,,49.94,353,0.5,0.222,0.193,0.245245245,0.411411411,0.232232232,0.111111111,12.97462316,13.73783629,529
,,,,,,,,,,,,,,,,,,,,,0.214,0.352,9.499493408,,,169,0.486,0.173,0.256,0.0999001,0.420579421,0.260739261,0.218781219,6.610356225,6.610356225,550
,,,,,,,,,,,,,,,,,,,,,0.419,0.303,11.90262544,,44.6,229,0.493,0.302,0.167,0.142572283,0.370887338,0.35892323,0.127617149,17.65401765,12.19401219,518
,,,,,,,,,,,,,,,,,,,,,0.219,0.144,13.41963161,8.2,9.56,210,0.499,0.218,0.106,0.138861139,0.174825175,0.236763237,0.44955045,14.23513083,6.373209921,962
,,,,,,,,,,,,,,,,,,,,,,0.283,9.62588458,,,311,0.518,0.232,0.183,0.139720559,0.341317365,0.293413174,0.225548902,6.92875433,14.15875885,575
,,,,,,,,,,,,,,,,,,,,,0.172,0.303,12.01681866,,19.39,280,0.492,0.227,0.167,0.131868132,0.420579421,0.315684316,0.131868132,10.58466338,9.74903206,596
,,,,,,,,,,,,,,,,,,,,,,0.302,11.82300384,,38.32,316,0.493,0.212,0.219,0.249498998,0.364729459,0.278557114,0.107214429,9.621480515,15.14077942,566
,,,,,,,,,,,,,,,,,,,,,0.132,0.29,14.05146596,3.07,14.46,272,0.509,0.223,0.115,0.128256513,0.30761523,0.284569138,0.279559118,12.62943501,7.687845108,692
,,,,,,,,,,,,,,,,,,,,,0.261,0.117,11.82858344,,10.66,76,0.475,0.167,0.137,0.048756219,0.114427861,0.244776119,0.592039801,7.495136743,3.089598352,1278
,,,,,,,,,,,,,,,,,,,,,0.176,0.201,9.697215493,4.13,13.75,237,0.502,0.272,0.125,0.200807265,0.257315843,0.332996973,0.208879919,13.15414463,6.493845671,1179
,,,,,,,,,,,,,,,,,,,,,0.232,0.303,10.56717899,,17.8,283,0.489,0.215,0.208,0.136590229,0.35892323,0.332003988,0.172482552,11.95814649,14.31353898,514
,,,,,,,,,,,,,,,,,,,,,0.211,0.229,10.16436042,1.8,8.79,230,0.509,0.234,0.15,0.076846307,0.290419162,0.28742515,0.345309381,10.15424394,8.657537284,1132
,,,,,,,,,,,,,,,,,,,,,0.178,0.286,8.828615047,,33.34,322,0.497,0.256,0.18,0.171828172,0.407592408,0.264735265,0.155844156,14.97765431,10.38772799,566
,,,,,,,,,,,,,,,,,,,,,,0.309,12.58196474,,36.03,327,0.503,0.26,0.15,0.20259481,0.390219561,0.264471058,0.142714571,11.3187681,11.10818637,569
,,,,,,,,,,,,,,,,,,,,,0.179,0.203,12.40943206,3.75,8.36,274,0.514,0.204,0.113,0.081918082,0.217782218,0.326673327,0.373626374,11.69338828,7.37675264,785
,,,,,,,,,,,,,,,,,,,,,0.182,0.2,10.74382327,,8.28,200,0.483,0.172,0.104,0.04112337,0.189568706,0.2888666,0.480441324,10.06695424,5.673909016,772
,,,,,,,,,,,,,,,,,,,,,0.133,0.301,11.58986533,,34.65,280,0.488,0.228,0.208,0.087824351,0.373253493,0.320359281,0.218562874,10.26045777,14.79873717,453
,,,,,,,,,,,,,,,,,,,,,0.149,0.279,9.734017559,6.67,24.37,288,0.501,0.257,0.142,0.167502508,0.342026078,0.311935807,0.178535607,15.42026919,10.50004457,764
,,,,,,,,,,,,,,,,,,,,,0.263,0.285,12.6873128,,22.01,328,0.495,0.214,0.179,0.087649402,0.351593625,0.353585657,0.207171315,10.2685076,10.68479845,615
,,,,,,,,,,,,,,,,,,,,,0.28,0.181,10.59290342,3.63,20.63,210,0.47,0.149,0.189,0.090452261,0.281407035,0.316582915,0.311557789,10.08398971,8.725524772,1385
,,,,,,,,,,,,,,,,,,,,,,0.259,12.72442005,,,309,0.366,0.262,0.036,0.083083083,0.272272272,0.388388388,0.256256256,17.95670712,2.787799279,1236
,,,,,,,,,,,,,,,,,,,,,0.145,0.339,11.64324682,6.69,29.6,271,0.5,0.22,0.202,0.216080402,0.386934673,0.277386935,0.11959799,11.43348139,13.15196829,665
,,,,,,,,,,,,,,,,,,,,,0.208,0.31,10.82882376,3.03,20.64,353,0.51,0.263,0.134,0.237951807,0.409638554,0.227911647,0.124497992,12.94405777,8.786473544,631
,,,,,,,,,,,,,,,,,,,,,0.225,0.337,10.03918103,,,210,0.513,0.354,0.07,0.135,0.404,0.323,0.138,14.19698314,3.549245785,468
,,,,,,,,,,,,,,,,,,,,,,0.222,11.80516357,,,243,0.496,0.239,0.18,0.081162325,0.407815631,0.357715431,0.153306613,11.64663611,8.920827655,484
,,,,,,,,,,,,,,,,,,,,,0.183,0.264,12.61592792,,,214,0.493,0.22,0.201,0.053106212,0.348697395,0.403807615,0.194388778,11.24456938,11.75568617,667
,,,,,,,,,,,,,,,,,,,,,0.11,0.312,13.05447502,3.34,16.63,327,0.515,0.241,0.148,0.211576846,0.310379242,0.294411178,0.183632735,11.8500315,10.65253271,674
,,,,,,,,,,,,,,,,,,,,,0.206,0.3,10.61776943,,14.79,259,0.494,0.201,0.202,0.097097097,0.42042042,0.331331331,0.151151151,8.961596179,11.83607043,538
,,,,,,,,,,,,,,,,,,,,,0.081,0.335,12.27910082,16.14,38.14,359,0.528,0.26,0.176,0.234,0.312,0.305,0.149,12.60777827,15.26478939,562
,,,,,,,,,,,,,,,,,,,,,0.127,0.236,10.05256609,8.7,32.07,203,0.5,0.281,0.116,0.179282869,0.319721116,0.35059761,0.150398406,15.18120468,7.486840162,744
,,,,,,,,,,,,,,,,,,,,,0.14,0.239,12.65685181,,20.59,222,0.505,0.197,0.179,0.100497512,0.269651741,0.256716418,0.373134328,7.941061715,8.491886805,1027
,,,,,,,,,,,,,,,,,,,,,0.149,0.317,14.18682449,,11.87,333,0.522,0.196,0.193,0.130738523,0.426147705,0.264471058,0.178642715,9.01453262,13.38923227,629
,,,,,,,,,,,,,,,,,,,,,,0.291,9.240489317,,39.36,256,0.451,0.207,0.209,0.223223223,0.305305305,0.327327327,0.144144144,11.26907074,9.708737864,612
,,,,,,,,,,,,,,,,,,,,,0.1,0.317,10.50183924,,28.34,267,0.502,0.238,0.207,0.096903097,0.350649351,0.348651349,0.203796204,12.36078027,11.20195712,625
,,,,,,,,,,,,,,,,,,,,,0.167,0.279,10.12928207,2.74,13.08,256,0.504,0.233,0.142,0.169491525,0.304087737,0.306081755,0.220338983,13.61137621,9.353502813,774
,,,,,,,,,,,,,,,,,,,,,0.127,0.245,12.87255238,3.37,15.59,232,0.507,0.251,0.118,0.084830339,0.21257485,0.293413174,0.409181637,11.46858949,6.246721082,944
,,,,,,,,,,,,,,,,,,,,,0.159,0.229,9.570329452,2.22,15.29,222,0.483,0.284,0.11,0.336336336,0.219219219,0.302302302,0.142142142,17.79475369,5.521541313,766
,,,,,,,,,,,,,,,,,,,,,0.137,0.279,9.954276198,3.15,18.96,278,0.492,0.245,0.136,0.109561753,0.269920319,0.354581673,0.265936255,11.73450678,8.463018587,900
,,,,,,,,,,,,,,,,,,,,,,0.335,13.3715197,,24,316,0.497,0.271,0.116,0.174219537,0.449144008,0.252769386,0.123867069,15.10977882,8.95244268,715
,,,,,,,,,,,,,,,,,,,,,,0.276,13.19088378,2.63,17.44,265,0.482,0.222,0.168,0.139558233,0.329317269,0.36746988,0.163654618,12.68498943,12.08835394,590
,,,,,,,,,,,,,,,,,,,,,0.113,0.315,10.19265652,2.05,18.16,306,0.506,0.251,0.146,0.08935743,0.330321285,0.346385542,0.233935743,11.82420162,9.242547009,779
,,,,,,,,,,,,,,,,,,,,,0.211,0.348,11.31322937,,84.51,251,0.484,0.306,0.151,0.156156156,0.387387387,0.303303303,0.153153153,12.93723047,7.666506948,486
,,,,,,,,,,,,,,,,,,,,,0.126,0.315,12.85425788,,21.07,343,0.502,0.221,0.176,0.259222333,0.393818544,0.240279163,0.10667996,9.501187649,11.40142518,511
,,,,,,,,,,,,,,,,,,,,,,0.289,12.89827011,,22.27,287,0.493,0.22,0.149,0.216216216,0.353353353,0.301301301,0.129129129,10.31092639,10.79050436,701
,,,,,,,,,,,,,,,,,,,,,0.245,0.268,11.09695468,,11.17,248,0.506,0.194,0.229,0.109670987,0.394815553,0.316051844,0.179461615,8.460368825,11.69636243,592
,,,,,,,,,,,,,,,,,,,,,0.241,0.226,11.76491432,,23.92,251,0.484,0.225,0.2,0.11665005,0.418743769,0.302093719,0.162512463,12.31010069,10.95812431,554
,,,,,,,,,,,,,,,,,,,,,,0.253,9.58093692,,45.55,251,0.433,0.204,0.174,0.249252243,0.402791625,0.212362911,0.13559322,8.894818768,10.22904158,540
,,,,,,,,,,,,,,,,,,,,,0.19,0.263,13.14056601,,25.58,243,0.505,0.209,0.22,0.080677291,0.34561753,0.369521912,0.204183267,8.628127696,10.23049427,603
,,,,,,,,,,,,,,,,,,,,,,0.327,13.12818144,,22.6,276,0.459,0.183,0.195,0.251251251,0.41041041,0.246246246,0.092092092,8.631010385,13.36414511,472
,,,,,,,,,,,,,,,,,,,,,0.153,0.245,12.24060379,,22.35,265,0.499,0.271,0.094,0.130869131,0.287712288,0.348651349,0.232767233,12.52036704,6.929079839,931
,,,,,,,,,,,,,,,,,,,,,0.195,0.308,11.76321655,,53.19,351,0.512,0.18,0.236,0.125623131,0.314057827,0.447657029,0.112662014,11.07419712,14.6179402,535
,,,,,,,,,,,,,,,,,,,,,0.158,0.26,12.85227389,,38.68,247,0.495,0.164,0.274,0.116232465,0.270541082,0.341683367,0.271543086,6.829116871,14.89989136,597
,,,,,,,,,,,,,,,,,,,,,0.258,0.306,11.37196368,,,230,0.495,0.239,0.208,0.068,0.406,0.349,0.177,12.03425133,10.06711409,559
,,,,,,,,,,,,,,,,,,,,,0.145,0.301,12.03302913,16.23,12.22,269,0.513,0.222,0.144,0.155,0.313,0.287,0.245,13.34823626,9.47991555,900
,,,,,,,,,,,,,,,,,,,,,,0.285,10.91341297,,30.74,295,0.492,0.292,0.142,0.246478873,0.295774648,0.263581489,0.19416499,13.35017139,8.65957063,638
,,,,,,,,,,,,,,,,,,,,,0.147,0.221,8.757869088,4.63,12.72,218,0.51,0.342,0.099,0.379860419,0.230309073,0.222333001,0.167497507,19.64854474,4.948585377,661
,,,,,,,,,,,,,,,,,,,,,,0.307,9.037463837,,17.48,202,0.518,0.159,0.324,0.121635095,0.27218345,0.331006979,0.275174477,8.398598516,14.63314097,741
,,,,,,,,,,,,,,,,,,,,,0.172,0.331,10.29736976,,,218,0.501,0.206,0.254,0.112549801,0.336653386,0.324701195,0.226095618,11.25425737,12.43891604,474
,,,,,,,,,,,,,,,,,,,,,0.183,0.297,9.829974249,,,252,0.499,0.25,0.147,0.158158158,0.348348348,0.351351351,0.142142142,12.68557887,9.549034641,703
,,,,,,,,,,,,,,,,,,,,,0.211,0.208,11.55574449,,10.52,254,0.478,0.233,0.154,0.058,0.365,0.349,0.228,10.0535152,10.87248133,691
,,,,,,,,,,,,,,,,,,,,,0.271,0.255,12.26718951,,24.51,283,0.449,0.192,0.164,0.153233831,0.424875622,0.301492537,0.12039801,10.42075694,10.11870601,623
,,,,,,,,,,,,,,,,,,,,,,0.302,8.701331459,,28.89,362,0.509,0.287,0.177,0.294884654,0.374122367,0.212637914,0.118355065,17.96696842,12.99150024,538
,,,,,,,,,,,,,,,,,,,,,,0.317,9.462720159,,25.2,334,0.506,0.223,0.206,0.173869347,0.357788945,0.324623116,0.143718593,11.74436792,14.04933732,539
,,,,,,,,,,,,,,,,,,,,,0.149,0.185,12.09612293,3.63,10.25,204,0.509,0.253,0.092,0.080757727,0.166500499,0.260219342,0.492522433,12.79733363,4.913234849,948
,,,,,,,,,,,,,,,,,,,,,0.239,0.151,8.113940758,3.41,11.53,203,0.503,0.28,0.103,0.220440882,0.246492986,0.343687375,0.189378758,12.56392285,5.382066125,1353
,,,,,,,,,,,,,,,,,,,,,0.089,0.438,13.02510078,5.82,39.12,404,0.513,0.22,0.147,0.263944223,0.412350598,0.22310757,0.10059761,12.50362915,14.86499565,584
,,,,,,,,,,,,,,,,,,,,,0.146,0.211,7.825265394,1.68,20.8,232,0.509,0.199,0.221,0.11334002,0.322968907,0.407221665,0.156469408,9.926045813,13.35011063,751
,,,,,,,,,,,,,,,,,,,,,,0.281,9.647011615,,23.23,263,0.496,0.233,0.203,0.092092092,0.451451451,0.307307307,0.149149149,10.57046016,11.71942322,479
,,,,,,,,,,,,,,,,,,,,,0.134,0.364,12.30684645,17.9,25,466,0.52,0.276,0.125,0.236947791,0.338353414,0.25,0.174698795,14.359041,11.85757911,551
,,,,,,,,,,,,,,,,,,,,,0.128,0.258,9.023616039,,33.17,219,0.512,0.222,0.201,0.149748744,0.320603015,0.303517588,0.226130653,10.56914265,10.27366124,847
,,,,,,,,,,,,,,,,,,,,,0.138,0.262,13.48510139,,26,314,0.505,0.242,0.17,0.147704591,0.434131737,0.285429142,0.132734531,13.09360954,10.9927692,616
,,,,,,,,,,,,,,,,,,,,,0.126,0.223,12.08923289,,6.23,247,0.512,0.245,0.133,0.06012024,0.196392786,0.324649299,0.418837675,9.762270632,6.221941005,1389
,,,,,,,,,,,,,,,,,,,,,0.112,0.275,12.53334182,1.53,10.31,306,0.514,0.214,0.148,0.108673978,0.319042871,0.284147557,0.288135593,11.49034234,9.217950611,682
,,,,,,,,,,,,,,,,,,,,,0.044,0.15,12.36532751,-0.08,7.25,237,0.5,0.348,0.067,0.066866267,0.168662675,0.390219561,0.374251497,21.23888084,3.78226645,900
,,,,,,,,,,,,,,,,,,,,,,0.372,12.0574152,6.03,33.21,383,0.515,0.24,0.173,0.151302605,0.414829659,0.30260521,0.131262525,12.47805665,12.47805665,588
,,,,,,,,,,,,,,,,,,,,,0.143,0.301,12.88403005,,18.11,275,0.507,0.231,0.129,0.119119119,0.319319319,0.275275275,0.286286286,11.95957988,8.051456952,887
,,,,,,,,,,,,,,,,,,,,,0.175,0.196,11.10250191,2.27,7.36,230,0.509,0.227,0.138,0.071928072,0.254745255,0.386613387,0.286713287,12.33430447,8.497472547,782
,,,,,,,,,,,,,,,,,,,,,0.207,0.227,10.20638824,,12.82,298,0.46,0.202,0.155,0.078685259,0.339641434,0.269920319,0.311752988,9.951064819,9.349626835,637
,,,,,,,,,,,,,,,,,,,,,,0.253,13.93006119,,12.95,257,0.498,0.338,0.119,0.42,0.354,0.148,0.078,17.87469428,6.857299595,561
,,,,,,,,,,,,,,,,,,,,,,0.295,9.340923634,,27.63,286,0.508,0.24,0.189,0.206412826,0.329659319,0.315631263,0.148296593,11.54006648,11.62640114,651
,,,,,,,,,,,,,,,,,,,,,0.219,0.23,10.00574188,,23.54,199,0.498,0.242,0.152,0.043303122,0.311178248,0.349446123,0.296072508,11.64856861,8.390918065,676
,,,,,,,,,,,,,,,,,,,,,0.13,0.307,12.35347498,,26.2,326,0.506,0.247,0.155,0.187187187,0.378378378,0.309309309,0.125125125,12.53570295,9.83814662,547
,,,,,,,,,,,,,,,,,,,,,0.135,0.238,12.76498495,5.33,16.56,243,0.515,0.251,0.121,0.114541833,0.278884462,0.310756972,0.295816733,12.25779798,7.895063004,834
,,,,,,,,,,,,,,,,,,,,,0.123,0.286,12.69903891,4.15,15.66,291,0.518,0.236,0.142,0.170658683,0.303393214,0.335329341,0.190618762,11.46786262,10.30680101,731
,,,,,,,,,,,,,,,,,,,,,0.213,0.287,10.85321401,,38.48,315,0.503,0.233,0.194,0.176176176,0.421421421,0.277277277,0.125125125,10.5214427,14.14081899,620
,,,,,,,,,,,,,,,,,,,,,0.149,0.292,14.18113851,4.27,8.9,267,0.515,0.219,0.147,0.100401606,0.34437751,0.31124498,0.243975904,12.28262125,10.67169554,716
,,,,,,,,,,,,,,,,,,,,,,0.269,12.64701161,,,265,0.44,0.193,0.195,0.136454183,0.346613546,0.342629482,0.174302789,9.867240761,10.04664514,647
,,,,,,,,,,,,,,,,,,,,,0.175,0.346,13.374289,3.1,24.81,299,0.504,0.244,0.157,0.117,0.492,0.235,0.156,12.30972138,10.55118976,694
,,,,,,,,,,,,,,,,,,,,,0.168,0.232,12.73543711,1.46,9.6,245,0.51,0.245,0.12,0.076846307,0.253493014,0.28243513,0.387225549,11.48635686,6.54771851,1285
,,,,,,,,,,,,,,,,,,,,,,0.295,11.14352195,4.77,46.75,474,0.489,0.234,0.145,0.247,0.422,0.261,0.07,11.5774816,11.7764074,513
,,,,,,,,,,,,,,,,,,,,,0.188,0.256,10.38062777,3.95,8.79,221,0.515,0.217,0.151,0.108,0.302,0.247,0.343,10.42658646,8.910561486,1061
,,,,,,,,,,,,,,,,,,,,,,0.321,13.17064414,7.51,24.03,296,0.503,0.243,0.159,0.219246032,0.436507937,0.239087302,0.10515873,11.12394491,11.72812084,562
,,,,,,,,,,,,,,,,,,,,,,0.292,9.319871087,,36.33,234,0.485,0.31,0.134,0.300200803,0.331325301,0.236947791,0.131526104,16.28479455,7.700561762,671
,,,,,,,,,,,,,,,,,,,,,,0.331,13.3166706,,39.91,370,0.505,0.225,0.187,0.150451354,0.393179539,0.320962889,0.135406219,9.336728507,12.12562144,611
,,,,,,,,,,,,,,,,,,,,,0.189,0.233,10.44000467,2.11,9.16,219,0.502,0.209,0.15,0.086258776,0.312938816,0.277833501,0.322968907,9.833937718,8.638611956,1022
,,,,,,,,,,,,,,,,,,,,,,0.236,13.52760406,,28.39,305,0.332,0.113,0.204,0.193193193,0.535535536,0.186186186,0.085085085,3.848450667,11.41264681,541
,,,,,,,,,,,,,,,,,,,,,,0.229,12.7557682,5.93,6.91,194,0.5,0.274,0.074,0.185443669,0.259222333,0.267198405,0.288135593,16.97920715,5.343956471,1327
,,,,,,,,,,,,,,,,,,,,,0.135,0.246,13.67996251,,9.49,259,0.487,0.161,0.104,0.084168337,0.300601202,0.218436874,0.396793587,10.88780488,6.4,747
,,,,,,,,,,,,,,,,,,,,,0.167,0.264,11.07151474,2.68,18.82,256,0.521,0.191,0.268,0.129129129,0.375375375,0.338338338,0.157157157,8.561281504,13.81700475,884
,,,,,,,,,,,,,,,,,,,,,0.19,0.193,10.51637686,,7.57,216,0.494,0.194,0.129,0.064935065,0.272727273,0.280719281,0.381618382,7.416702071,6.613116233,1040
,,,,,,,,,,,,,,,,,,,,,0.116,0.335,14.25233517,,27.31,329,0.49,0.226,0.145,0.167,0.405,0.314,0.114,12.28574259,10.964695,543
,,,,,,,,,,,,,,,,,,,,,,0.325,10.54846709,,27.32,244,0.508,0.216,0.212,0.206759443,0.42445328,0.276341948,0.092445328,9.995927585,12.80959609,560
,,,,,,,,,,,,,,,,,,,,,0.151,0.304,9.662439073,,22.63,282,0.504,0.189,0.235,0.122632104,0.360917248,0.305084746,0.211365902,9.338680542,11.24731598,665
,,,,,,,,,,,,,,,,,,,,,,0.276,11.32717284,,,285,0.358,0.154,0.128,0.141434263,0.421314741,0.298804781,0.138446215,7.882636304,9.926282753,569
,,,,,,,,,,,,,,,,,,,,,0.107,0.217,11.23041153,1.67,16.78,169,0.487,0.082,0.488,0.104104104,0.306306306,0.309309309,0.28028028,4.210999888,12.92992914,787
,,,,,,,,,,,,,,,,,,,,,0.122,0.278,11.00660736,,15,231,0.481,0.204,0.163,0.115577889,0.415075377,0.27638191,0.192964824,9.327657943,9.199881807,803
,,,,,,,,,,,,,,,,,,,,,0.104,0.329,10.91484553,8,28.29,365,0.503,0.274,0.137,0.20979021,0.424575425,0.226773227,0.138861139,14.27799297,10.85487794,526
,,,,,,,,,,,,,,,,,,,,,,0.306,10.02041373,3.26,29.82,369,0.473,0.216,0.177,0.175124378,0.351243781,0.314427861,0.15920398,9.43382233,11.24345492,688
,,,,,,,,,,,,,,,,,,,,,0.224,0.264,11.96125293,,17.03,245,0.504,0.233,0.159,0.1001001,0.367367367,0.309309309,0.223223223,12.14891917,9.649532156,731
,,,,,,,,,,,,,,,,,,,,,0.148,0.292,13.19051642,3.38,22.2,284,0.504,0.25,0.15,0.12,0.428,0.298,0.154,10.34410595,8.789500434,733
,,,,,,,,,,,,,,,,,,,,,,0.269,13.66907403,,23.35,225,0.5,0.2,0.196,0.102,0.377,0.299,0.222,7.213946964,9.351412731,932
,,,,,,,,,,,,,,,,,,,,,0.155,0.293,8.685917002,4.56,13.67,318,0.495,0.233,0.14,0.126379137,0.367101304,0.310932798,0.19558676,12.99773516,10.50975667,704
,,,,,,,,,,,,,,,,,,,,,0.095,0.229,8.846280638,,21.52,232,0.506,0.233,0.2,0.13,0.38,0.331,0.159,11.16817965,12.60152891,787
,,,,,,,,,,,,,,,,,,,,,0.187,0.299,9.679766314,,26.35,270,0.501,0.216,0.218,0.073778664,0.448654038,0.325024925,0.152542373,9.693053312,13.73182553,553
,,,,,,,,,,,,,,,,,,,,,0.226,0.312,12.18341515,,17.93,256,0.51,0.225,0.191,0.100502513,0.393969849,0.325628141,0.179899497,9.568391921,11.36430548,640
,,,,,,,,,,,,,,,,,,,,,,0.262,9.158328761,,20.27,251,0.503,0.232,0.205,0.047047047,0.29029029,0.416416416,0.246246246,11.64402551,12.47574161,858
,,,,,,,,,,,,,,,,,,,,,0.197,0.316,11.06601657,,,232,0.502,0.201,0.258,0.065,0.423,0.341,0.171,10.067498,13.49959959,501
,,,,,,,,,,,,,,,,,,,,,0.134,0.261,13.23806221,,32,284,0.43,0.212,0.15,0.164164164,0.346346346,0.351351351,0.138138138,10.81026976,9.509033582,703
,,,,,,,,,,,,,,,,,,,,,,0.328,11.11997796,,28.99,314,0.507,0.238,0.159,0.202607823,0.454363089,0.241725176,0.101303912,10.44045677,11.09298532,619
,,,,,,,,,,,,,,,,,,,,,,0.31,11.79431347,,37.42,312,0.498,0.218,0.181,0.187250996,0.422310757,0.275896414,0.114541833,10.30076284,11.56406394,621
,,,,,,,,,,,,,,,,,,,,,0.191,0.285,12.61261431,3.64,20.27,278,0.516,0.225,0.169,0.215,0.349,0.271,0.165,11.8332181,10.82274105,668
,,,,,,,,,,,,,,,,,,,,,,0.221,12.25860618,,21.61,245,0.493,0.215,0.135,0.099700897,0.327018943,0.326021934,0.247258225,8.855603067,6.578447992,883
,,,,,,,,,,,,,,,,,,,,,0.095,0.331,12.92402359,,27.57,325,0.501,0.252,0.146,0.171171171,0.43043043,0.257257257,0.141141141,12.48142645,12.60029718,556
