county_code,state,population,renter_occupied_households,pct_renter_occupied,evictions,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,rucc,urban_influence,economic_typology,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_low_birthweight,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pop_per_dentist,pop_per_primary_care_physician,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,gross_rent
c40decd,0f8930b,17311,1156,14.651,12,27.54,0.943561869,0.003323423,0.020831456,0.011812167,0.002702784,0,0.017267786,0.000500516,6.347,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.498,0.087,0.2,0.072,0.313,0.12,0.113,0.079,0.138,0.207,11.19319256,,14.55,237,2950,2490,0.502,0.198,0.228,0.085255767,0.345035105,0.327983952,0.241725176,9.681762195,12.94720862,713
9b5d201,fb8cab1,2441,237,18.913,,21.112,0.947278102,0,0.050242035,0,0,0,0.002479864,0,6.517,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.534,0.04,0.186,0.106,0.332,0.151,0.097,,0.189,0.296,9.679948718,,,212,,,0.49,0.206,0.208,0.115653041,0.326021934,0.361914257,0.196410768,14.45982235,6.197066722,465
7852d75,1b0d913,35572,4231,28.948,,29.263,0.743828153,0.067830003,0.159724177,0.003116079,0.00710667,0.000402075,0.016796671,0.001196172,15.903,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.484,0.047,0.342,0.172,0.327,0.283,0.114,0.08,,0.301,10.01210365,,34.98,307,3590,2720,0.501,0.251,0.164,0.179,0.371,0.289,0.161,13.38872204,10.38538187,676
c5d6ab3,c479f0c,39043,4401,25.337,81,30.961,0.919232463,0.036595131,0.017216528,0.001591528,0.007276986,0,0.01768698,0.000400384,15.019,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.473,0.076,0.162,0.034,0.328,0.253,0.083,0.08,0.103,0.32,13.1315093,,20.8,309,2639,1959,0.513,0.231,0.177,0.124124124,0.351351351,0.38038038,0.144144144,12.63622211,12.86974572,623
baeffbb,698ab34,9812,876,23.173,11,29.197,0.487416847,0.480584275,0.011561273,0.001492747,0.001292378,0,0.015538591,0.00211389,12.584,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.356,0.08,0.195,0.094,0.342,0.172,0.144,0.141,0.12,0.265,13.04838945,,22.52,228,11239,3340,0.453,0.135,0.276,0.213426854,0.30260521,0.303607214,0.180360721,5.166649782,11.54898187,507
68a3245,1b0d913,2195,269,28.712,2,28.816,0.587275839,0.011802639,0.368976773,0.005005672,0,0,0.026939076,0,9.436,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.413,0.046,0.395,0.205,0.294,,0.12,,,0.291,9.571339916,,,316,2269,1129,0.502,0.187,0.28,0.229083665,0.301792829,0.296812749,0.172310757,10.68276823,13.46957733,534
172f28f,52acab4,48234,4041,22.148,100,26.72,0.642189279,0.114888218,0.031766328,0.144986315,0.002497353,0.001098835,0.062473778,9.99E-05,11.197,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.433,0.051,0.249,0.109,0.328,0.262,0.124,0.089,0.131,0.328,10.02206105,3.87,24.07,271,3799,5920,0.497,0.231,0.172,0.124497992,0.416666667,0.296184739,0.162650602,9.354653888,9.312985051,628
12105a1,105e445,126342,13734,27.028,,30.497,0.916026268,0.014351584,0.028593385,0.008283598,0.017804747,0,0.014441406,0.000499012,5.451,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.556,0.071,0.105,0.031,0.227,0.142,0.069,0.07,0.223,0.2,10.09050883,,8.99,208,2029,1050,0.514,0.188,0.166,0.064870259,0.234530938,0.260479042,0.44011976,7.318211666,8.489125533,1050
f8b10a9,c3dbf0a,9122,884,17.67,23,32.922,0.979136662,0,0.001390222,0.004030645,0,0.002220355,0.012822052,0.000400064,18.695,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.372,0.11,0.245,0.053,0.381,0.221,0.146,0.09,,0.379,13.15787979,,32.45,281,3120,4669,0.507,0.239,0.174,0.264794383,0.488465396,0.147442327,0.099297894,10.36440818,12.0183031,477
cbd1c87,528ea9f,10928,897,22.855,0,24.372,0.985689232,0.006814652,0.004479631,0.001302801,0.000400862,0,0.00071153,0.000601293,22.639,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.294,0.128,0.207,0.069,0.366,0.394,0.147,0.099,0.098,0.36,12.91617702,,37.28,386,2269,5610,0.503,0.219,0.153,0.349601594,0.337649402,0.226095618,0.086653386,12.6778548,13.68113827,438
9c5a579,08f8fb4,372410,28604,20.728,563,26.495,0.882004547,0.044270729,0.030351374,0.00169505,0.022584055,0.000398835,0.018097156,0.000598253,4.615,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.557,0.048,0.121,0.05,0.304,0.167,0.075,0.071,0.23,0.246,11.49441818,0.83,8.33,223,1940,2120,0.504,0.251,0.124,0.059118236,0.259519038,0.325651303,0.355711423,12.11791696,6.840032357,931
54275a3,9d1e27d,7744,804,23.554,5,31.493,0.952159939,0.016439095,0.018255679,0.007475945,0.003463489,0,0.002205853,0,18.321,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.386,0.089,0.241,0.07,0.307,0.321,0.125,0.071,,0.315,13.68109467,,42.37,375,7930,7759,0.509,0.203,0.219,0.243027888,0.447211155,0.162350598,0.147410359,7.991235419,14.04910743,505
d916f27,9e0007d,97454,13505,32.512,,32.835,0.829915381,0.083305127,0.051986063,0.005326033,0.006301643,9.96E-05,0.019492285,0.003573917,14.294,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Recreation,0.408,0.064,0.288,0.068,0.281,0.279,0.112,0.09,0.173,0.261,11.52670016,9.01,24.56,299,1730,1340,0.517,0.211,0.212,0.117882118,0.321678322,0.344655345,0.215784216,11.12432984,13.48309977,712
f490ef9,1b0d913,418947,43592,33.295,,31.983,0.10105779,0.004093707,0.88530648,0.000697225,0.006265065,0,0.002181318,0.000398414,29.73,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.4,0.084,0.479,0.155,0.272,0.136,0.084,0.08,0.163,0.207,8.75408761,2.29,8.83,231,4110,2250,0.521,0.325,0.116,0.353585657,0.239043825,0.244023904,0.163346614,17.58859754,6.221524034,643
2330d73,dc9ae72,2802,367,28.952,-1,25.151,0.913032629,0,0.045005839,0.006138521,0.00179664,0,0.032918443,0.001107928,7.846,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.618,0.022,0.197,0.108,0.323,0.245,0.123,,,0.311,13.17516418,,,257,1409,1390,0.499,0.225,0.203,0.077844311,0.354291417,0.386227545,0.181636727,13.29978433,17.61322789,675
450fc1f,4522abc,14431,1713,35.477,21,33.407,0.427438454,0.492875197,0.071805282,0.000497542,0.00201007,0,0.004069895,0.00130356,24.753,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.328,0.097,0.288,0.107,0.318,,0.13,0.139,,0.289,12.64208283,,18.47,294,3249,14579,0.462,0.207,0.149,0.25249501,0.431137725,0.223552894,0.092814371,7.46111072,7.742662068,499
646bec7,4522abc,21212,2717,34.305,,27.536,0.653061838,0.282947056,0.035285751,0.000300475,0.005699004,0,0.019711144,0.002994732,18.861,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.354,0.099,0.255,0.091,0.357,0.188,0.153,0.119,,0.315,12.85099832,7.11,20.96,341,2570,2429,0.475,0.229,0.145,0.190954774,0.420100503,0.24120603,0.147738693,10.47194845,9.334723275,574
6a6453b,1646cf6,185523,18760,23.297,311,29.147,0.953357631,0.010734435,0.012561785,0.000698986,0.010664536,0.00019971,0.011083928,0.000698986,6.139,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.521,0.05,0.118,0.041,0.293,0.177,0.1,0.07,0.142,0.236,13.93615571,1.57,14.56,259,1709,1999,0.502,0.215,0.16,0.07007007,0.347347347,0.258258258,0.324324324,9.825007201,10.38489802,752
e84fbfd,698ab34,31998,4240,30.328,2,35.953,0.397406758,0.553962453,0.026753442,0.004585732,0.006027534,0,0.01106383,0.00020025,21.757,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.401,0.105,0.259,0.081,0.385,0.199,0.155,0.131,0.074,0.32,12.0205617,10.4,33.78,392,5439,2519,0.544,0.239,0.158,0.187751004,0.391566265,0.265060241,0.15562249,12.56367785,13.81379504,496
d502075,09d8cd0,71078,5972,21.621,160,26.722,0.935300908,0.019856447,0.019816293,0.00312202,0.005471064,0.000200773,0.015830949,0.000401546,4.588,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.508,0.052,0.151,0.065,0.286,0.204,0.095,0.08,0.164,0.258,13.54977601,,12.51,252,2649,1409,0.514,0.249,0.14,0.059236948,0.333333333,0.324297189,0.28313253,10.54405359,8.124794608,832
8f0933f,1dcfd4e,8202,768,20.583,1,29.475,0.428240417,0.000599245,0.548089407,0.016379362,0.001697861,0.001807722,0.003185986,0,13.984,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.436,0.077,0.262,0.143,0.178,0.211,0.061,0.119,0.135,0.197,11.58301712,,21.51,231,8310,2069,0.504,0.271,0.165,0.153692615,0.330339321,0.321357285,0.194610778,15.24224279,8.709853021,498
00466f3,4522abc,11639,1239,27.078,0,34.453,0.847924506,0.099458742,0.023280146,0.000201211,0.000301817,0,0.028833578,0,16.721,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.426,0.08,0.252,0.096,0.288,,0.118,0.079,,0.289,13.05734613,,28.56,257,,11740,0.501,0.241,0.146,0.236763237,0.431568432,0.230769231,0.100899101,12.07521132,10.00517509,757
00bed13,698ab34,193910,20626,30.387,1121,30.157,0.639659445,0.243644576,0.0604165,0.004776561,0.023882804,0.00088936,0.025331761,0.001398993,10.871,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.461,0.06,0.243,0.118,0.389,0.229,0.119,0.09,0.161,0.294,12.31854438,5.59,22.23,238,3940,3389,0.502,0.248,0.111,0.122632104,0.3110668,0.342971087,0.22333001,13.02486403,6.543030754,981
ca22021,3745933,253944,32080,32.946,187,30.689,0.776378728,0.025564756,0.070936169,0.010370609,0.047190289,0.007175014,0.060173647,0.002210789,6.985,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.446,0.061,0.162,0.052,0.299,0.169,0.085,0.06,0.172,0.186,11.20103722,0.8,7.38,216,1459,1489,0.491,0.214,0.145,0.055220884,0.233935743,0.407630522,0.303212851,11.56121769,8.214653144,1042
432054d,b795815,47614,7307,36.488,82,27.591,0.878945581,0.010708007,0.082817245,0.002177561,0.01194662,0,0.012306217,0.001098769,7.478,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.57,0.028,0.153,0.053,0.301,0.149,0.071,0.06,0.164,0.232,12.05656002,,17.46,216,1599,1130,0.504,0.237,0.123,0.065130261,0.25751503,0.352705411,0.324649299,15.35297295,7.458345452,722
b2003b5,4522abc,9156,1352,41.388,,39.387,0.360836326,0.60538355,0.024339346,0.000401308,0.004705339,0,0.004334129,0,32.463,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.397,0.079,0.265,0.081,0.384,,0.147,0.171,,0.307,12.35014822,,19.34,316,9309,,0.519,0.242,0.165,0.300601202,0.314629259,0.271543086,0.113226453,13.1880109,11.33514986,594
d4dc72d,c3dbf0a,11915,1190,21.301,20,23.85,0.967470662,0.013812734,0.00623221,0,0,0,0.011385768,0.001098627,8.733,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.499,0.077,0.24,0.057,0.335,0.165,0.155,0.081,,0.321,13.08384815,,21.91,312,2379,1480,0.504,0.206,0.206,0.179461615,0.50448654,0.193419741,0.122632104,9.789316876,11.15130879,569
94e9109,7572db1,162381,15681,27.438,168,29.264,0.829894122,0.055821308,0.050807598,0.005333947,0.019304285,0.001110822,0.036817245,0.000910674,8.512,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.451,0.055,0.217,0.104,0.278,0.236,0.104,0.081,0.172,0.246,12.88838642,1.56,16.62,245,4330,1539,0.486,0.228,0.135,0.096903097,0.277722278,0.35964036,0.265734266,11.35258166,7.751626761,1031
e41eb91,4522abc,853821,91740,33.312,7496,31.82,0.413529995,0.24570679,0.204391841,0.001882504,0.109565722,0.000400533,0.020797661,0.003724954,11.336,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.507,0.061,0.296,0.116,0.253,0.137,0.075,0.079,0.147,0.212,13.39396852,5.37,11.14,211,1769,1749,0.506,0.284,0.078,0.127382146,0.232698094,0.290872618,0.349047141,13.42309007,4.35156185,1043
5e54711,9e0007d,13569,1692,34.411,,26.059,0.659227494,0.218655312,0.106614723,0.009371949,0.000201331,0,0.004630608,0.001298584,17.845,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.451,0.059,0.319,0.08,0.359,0.205,0.127,0.091,,0.33,11.13711231,10.32,32,392,4630,1980,0.515,0.256,0.159,0.220779221,0.337662338,0.291708292,0.14985015,13.99222654,11.62317231,560
3900385,7dd3518,5684,653,29.133,,22.985,0.217068498,0.002973814,0.019110251,0.699954095,0.00462039,0,0.055175236,0.001097717,18.368,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.47,0.188,0.45,0.174,0.289,0.402,0.082,0.05,0.255,0.262,,,,238,2899,1880,0.456,0.273,0.124,0.177,0.402,0.309,0.112,14.99196859,10.88702481,638
74e97f3,528ea9f,7256,987,33.989,6,49.556,0.98318032,0.003627972,0.004807062,0.002841911,0,0,0.003617894,0.001924841,35.867,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.287,0.113,0.214,0.067,0.319,0.378,0.118,0.111,,0.33,12.8246292,,50.12,444,7290,7339,0.508,0.242,0.173,0.326653307,0.384769539,0.169338677,0.119238477,11.1631753,13.36824697,489
83c1551,0f8930b,76280,6516,20.106,556,29.956,0.902807233,0.015609138,0.043058306,0.001015147,0.013870323,0,0.023539344,0.00010051,6.182,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.508,0.051,0.132,0.037,0.33,0.163,0.087,0.071,0.174,0.24,12.19495402,,7.6,235,3649,2600,0.511,0.24,0.143,0.066799601,0.280159521,0.356929212,0.296111665,10.53742144,8.634471867,779
3f99ec1,9e0007d,11344,1678,32.157,,31.595,0.396127914,0.538101045,0.053334408,0.00393054,0.002700987,0,0.005805106,0,26.39,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.341,0.105,0.282,0.06,0.369,0.363,0.153,0.131,,0.353,12.07888958,19.74,31.51,420,3030,1059,0.504,0.23,0.185,0.210159363,0.446215139,0.233067729,0.110557769,12.68855368,13.93078971,575
ee54d27,d233cec,1664,301,29.001,-1,13.897,0.951125447,0.00060104,0.026606028,0.014995943,0,0.006671542,0,0,4.316,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.516,0.059,0.193,0.182,0.256,,0.086,,,0.248,13.40730426,,,300,1000,1970,0.472,0.228,0.145,0.089730808,0.35892323,0.332003988,0.219341974,8.40751731,7.418397626,692
71b3a0f,9d1e27d,28883,3489,27.474,,29.387,0.84865122,0.100103066,0.019374467,0.000297306,0.0065011,0.000891919,0.02041504,0.003765881,12.222,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.491,0.061,0.214,0.057,0.361,0.264,0.117,0.08,,0.315,13.65528221,,26.09,370,2970,2090,0.51,0.217,0.179,0.181268882,0.421953676,0.24672709,0.150050352,10.41955137,12.8080864,603
132c711,528ea9f,49392,7890,36.975,410,29.402,0.823515964,0.102152996,0.028865651,0.002077452,0.01591388,0,0.025496004,0.001978053,11.372,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Federal/State government-dependent,0.485,0.052,0.204,0.066,0.317,0.279,0.113,0.1,0.111,0.295,13.31897652,1.92,8.34,261,1570,2350,0.511,0.214,0.15,0.131868132,0.316683317,0.282717283,0.268731269,11.99240682,9.903277322,687
4d0d345,a952566,136052,10341,23.233,485,31.742,0.656318783,0.166900714,0.106526437,0.003286623,0.028743016,0.000896352,0.036531318,0.000796757,3.586,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.473,0.053,0.129,0.061,0.319,0.17,0.079,0.07,0.152,0.216,12.60496476,2.28,10.19,209,2999,3000,0.501,0.275,0.082,0.066,0.238,0.326,0.37,12.20423143,4.84993703,1445
afcf089,9dda412,5960,545,19.902,3,28.16,0.961988981,0,0.017847251,0.005549568,0.003011472,0,0.011099137,0.000503591,6.492,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.551,0.05,0.124,0.079,0.272,,0.087,0.05,,0.243,12.45240578,,,251,6050,2990,0.501,0.213,0.229,0.073852295,0.334331337,0.405189621,0.186626747,13.23837453,12.23292836,512
67abb79,1b0d913,16739,1495,25.238,34,27.527,0.642628524,0.113852332,0.230070375,0,0.004055505,0,0.007802871,0.001590394,9.571,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.562,0.04,0.305,0.172,0.326,,0.113,0.079,,0.305,8.640266242,,26.08,286,3419,4159,0.495,0.25,0.167,0.168674699,0.390562249,0.269076305,0.171686747,11.48561292,10.70386963,760
73f8b53,4cd9667,67616,7626,30.323,,22.122,0.394720076,0.031804969,0.54507446,0.007117544,0.001891375,0.000398184,0.017191606,0.001801784,12.162,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.438,0.044,0.312,0.105,0.326,0.21,0.084,0.09,0.143,0.333,9.397971723,9.97,30.82,306,5260,2720,0.487,0.298,0.107,0.282,0.304,0.281,0.133,16.85633672,7.891434747,768
294c84f,0f8930b,622847,73427,31.513,3469,29.853,0.749487726,0.093384628,0.101430351,0.002802443,0.02499096,0.000100446,0.026598096,0.001205352,10.369,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.535,0.05,0.166,0.043,0.305,0.175,0.096,0.079,0.167,0.208,12.20532494,3.45,9.75,248,1540,1119,0.506,0.259,0.116,0.104685942,0.257228315,0.306081755,0.332003988,14.11301421,7.168996364,767
afa46b1,698ab34,292280,40552,31.163,2047,33.683,0.768522503,0.135439706,0.060989401,0.004043275,0.011379217,0.000600486,0.015792792,0.003232618,13.07,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.448,0.074,0.303,0.133,0.275,0.245,0.114,0.1,0.168,0.253,12.27449238,7.19,21.83,266,2590,1620,0.515,0.198,0.185,0.119477912,0.323293173,0.329317269,0.227911647,10.84840292,10.22606507,843
b675389,e899d7f,9984,1189,31.376,7,33.13,0.296497915,0.683787307,0.009185633,0.000398077,0.004408706,0,0.005722361,0,29.881,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.358,0.121,0.25,0.075,0.388,0.26,0.18,0.14,0.182,0.333,12.956976,,37.42,398,3640,5179,0.532,0.239,0.173,0.253493014,0.388223553,0.22754491,0.130738523,8.973131018,13.71175077,512
1a68a17,8036085,11855,1846,30.9,6,25.471,0.930680026,0.003492944,0.027484481,0.018482665,0.004460989,0.000299395,0.015099499,0,8.398,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.546,0.032,0.227,0.109,0.243,0.147,0.094,0.081,0.183,0.261,10.34291366,,26.03,232,2050,969,0.507,0.223,0.18,0.087,0.291,0.423,0.199,12.67141845,10.1704806,612
2804585,08f8fb4,17222,1505,21.633,12,26.346,0.952682076,0.008157237,0.021131507,0.004975617,0.002160726,0,0.010308052,0.000584784,6.367,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.575,0.051,0.174,0.074,0.286,0.213,0.097,0.06,0.192,0.298,8.592616248,,25.42,275,4399,8589,0.509,0.233,0.168,0.096096096,0.403403403,0.265265265,0.235235235,11.64130936,9.739511296,726
c16982f,1b0d913,42883,3759,19.912,16,31.995,0.836065901,0.047847416,0.094216148,0.005644976,0.005944709,0,0.009881206,0.000399644,9.83,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.389,0.061,0.32,0.151,0.291,0.289,0.117,0.071,,0.292,9.926826639,4.17,27.86,315,3589,1829,0.509,0.199,0.259,0.153460381,0.348044132,0.326980943,0.171514544,9.750421781,14.1253127,738
40488c9,e2f94fa,17351,1845,24.491,8,21.242,0.930588912,0.009408309,0.03882416,0.002491018,0.009448006,0,0.008743375,0.000496219,5.255,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.506,0.043,0.139,0.052,0.338,0.2,0.085,0.07,0.185,0.311,11.11767828,,20.07,274,2009,1579,0.503,0.229,0.211,0.092184369,0.346693387,0.378757515,0.182364729,10.81485317,12.25299853,567
01ea87d,158df01,49290,5477,28.892,171,24.011,0.933692261,0.025138372,0.015537889,0.003029083,0.007306028,0.000201268,0.014793197,0.000301902,7.233,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.478,0.051,0.156,0.055,0.318,0.192,0.1,0.07,0.16,0.263,13.50165781,,11.61,287,4520,2339,0.505,0.265,0.137,0.099,0.437,0.3,0.164,11.46085059,8.748585238,684
26fad5b,5029ed4,2506,313,31.439,-1,24.812,0.915099812,0.00283034,0.025983118,0.016661999,0.006390767,0,0.033033964,0,10.69,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.543,0.033,0.25,0.114,0.238,0.204,0.079,,0.145,0.292,11.73784101,,,238,,,0.534,0.172,0.209,0.094094094,0.281281281,0.409409409,0.215215215,9.529481834,9.926543578,588
4a8004d,c479f0c,36009,3649,24.868,48,27.311,0.921147277,0.035724332,0.027335744,0.000703235,0.002601969,0.000904159,0.010779586,0.000803697,9.915,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.441,0.085,0.152,0.034,0.306,0.167,0.085,0.08,0.153,0.297,11.59067275,,17,268,4910,3689,0.478,0.204,0.185,0.122367101,0.36108325,0.357071214,0.159478435,9.235959406,13.07966706,607
e5dc957,e899d7f,57442,4437,21.035,56,25.872,0.878157116,0.015420865,0.086579436,0.003088184,0.00140372,0,0.014648819,0.00070186,12.156,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.422,0.061,0.228,0.069,0.306,0.214,0.14,0.081,0.055,0.348,12.78833728,3.08,28.3,307,5300,5240,0.503,0.242,0.158,0.213640923,0.334002006,0.323971916,0.128385155,10.74830758,10.17622024,601
781f349,09d8cd0,10683,811,20.634,5,30.838,0.964837888,0.001007222,0.014645005,0.011431967,0,0,0.008077919,0,15.301,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.458,0.076,0.201,0.094,0.384,0.253,0.122,0.079,,0.349,13.60373467,,34.46,306,10719,,0.495,0.228,0.161,0.175702811,0.496987952,0.229919679,0.097389558,11.88006789,10.27720158,533
ccf860d,78e8330,6606,675,26.359,,21.504,0.950673413,0.002102214,0.019996178,0.012562991,0,0.005572376,0.009092829,0,8.369,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.523,0.035,0.156,0.069,0.346,0.172,0.092,0.1,0.242,0.31,10.86404303,,,242,1750,2149,0.499,0.245,0.193,0.092369478,0.364457831,0.319277108,0.223895582,13.23596531,10.64962726,540
fb0e493,b795815,5809,969,34.322,0,21.96,0.892998852,0.000302121,0.024995468,0.019365949,0.002809724,0,0.059527886,0,4.992,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.597,0.025,0.214,0.091,0.271,0.149,0.081,0.06,0.148,0.295,12.7983698,,23.38,194,959,1440,0.503,0.218,0.211,0.08991009,0.30969031,0.402597403,0.197802198,11.63699522,9.379070777,579
